,Country,EdLevel,CodingExperiance,Salary
15896,United States of America,Bachelor,2.0,150000.0
15901,Canada,less than bachelor's,5.0,98386.0
15918,Brazil,Bachelor,0.5,11220.0
15919,United States of America,less than bachelor's,2.0,100000.0
15922,Sweden,less than bachelor's,5.0,55584.0
15924,United States of America,Bachelor,4.0,90000.0
15927,Australia,Bachelor,17.0,84925.0
15934,Brazil,Masters,3.0,13121.0
15935,United States of America,less than bachelor's,30.0,120000.0
15942,United States of America,Masters,3.0,140000.0
15944,United States of America,Bachelor,1.0,115000.0
15947,Brazil,PostGrad,35.0,27420.0
15954,Canada,Bachelor,3.0,105414.0
15957,Canada,less than bachelor's,15.0,66372.0
15964,Canada,Bachelor,4.0,71057.0
15968,United States of America,less than bachelor's,4.0,115000.0
15970,United States of America,less than bachelor's,0.5,80000.0
15975,Brazil,less than bachelor's,10.0,37392.0
15978,Brazil,Bachelor,8.0,24924.0
15981,United States of America,less than bachelor's,13.0,135000.0
15990,United States of America,Masters,13.0,120000.0
15995,Canada,Masters,3.0,78084.0
15998,United States of America,Bachelor,14.0,84000.0
16002,India,Masters,11.0,51589.0
16003,Brazil,Bachelor,10.0,31160.0
16007,India,Bachelor,7.0,25794.0
16009,India,Bachelor,12.0,27084.0
16010,India,Masters,8.0,20636.0
16016,United States of America,Bachelor,0.5,63000.0
16023,United States of America,Bachelor,4.0,90000.0
16025,United States of America,Bachelor,7.0,129600.0
16038,United States of America,Bachelor,15.0,105000.0
16047,United States of America,Bachelor,2.0,73000.0
16057,Australia,Bachelor,6.0,113234.0
16065,United States of America,less than bachelor's,7.0,130000.0
16067,United States of America,Bachelor,9.0,110000.0
16073,Brazil,Bachelor,10.0,42372.0
16081,India,Bachelor,3.0,12897.0
16083,United States of America,less than bachelor's,5.0,90000.0
16095,United States of America,Bachelor,4.0,112875.0
16105,United States of America,Bachelor,5.0,38000.0
16108,United States of America,Bachelor,3.0,50000.0
16112,Australia,less than bachelor's,7.0,116772.0
16116,United States of America,Bachelor,5.0,85000.0
16117,Germany,Masters,8.0,95979.0
16122,Brazil,less than bachelor's,3.0,13716.0
16129,United States of America,Bachelor,3.0,150000.0
16137,Australia,Masters,20.0,74310.0
16140,Australia,less than bachelor's,1.0,70771.0
16141,United States of America,less than bachelor's,10.0,145000.0
16143,United States of America,Bachelor,8.0,125000.0
16145,United States of America,Bachelor,25.0,150000.0
16147,United States of America,Bachelor,5.0,171000.0
16164,Brazil,PostGrad,5.0,14952.0
16168,Australia,less than bachelor's,5.0,67944.0
16169,Canada,less than bachelor's,18.0,89797.0
16170,United States of America,less than bachelor's,25.0,145000.0
16172,Germany,Masters,3.0,63986.0
16176,United States of America,Bachelor,7.0,100000.0
16189,Brazil,Masters,12.0,34896.0
16194,United States of America,PostGrad,8.0,43200.0
16199,United Kingdom of Great Britain and Northern Ireland,Masters,13.0,69102.0
16202,Australia,Bachelor,8.0,93772.0
16203,United States of America,less than bachelor's,7.0,125000.0
16205,France,Masters,3.0,12792.0
16207,France,Masters,8.0,79983.0
16221,United States of America,less than bachelor's,0.5,70000.0
16228,Brazil,Bachelor,3.0,29292.0
16231,United States of America,Bachelor,7.0,135000.0
16241,Brazil,Masters,4.0,25428.0
16242,India,Masters,6.0,10056.0
16254,India,Bachelor,6.0,24505.0
16255,Canada,Bachelor,5.0,74180.0
16256,Australia,less than bachelor's,7.0,63700.0
16257,India,Bachelor,1.0,18056.0
16264,Germany,Bachelor,11.0,90000.0
16267,Australia,Bachelor,31.0,98042.0
16271,India,Masters,8.0,22570.0
16274,India,Bachelor,10.0,70935.0
16276,India,Bachelor,3.0,41271.0
16281,United States of America,Bachelor,4.0,100000.0
16285,United States of America,Bachelor,5.0,150000.0
16301,United States of America,Bachelor,2.0,70000.0
16302,Canada,Bachelor,3.0,55440.0
16313,Australia,Masters,1.0,70771.0
16315,Australia,Masters,30.0,127388.0
16318,India,less than bachelor's,1.0,69648.0
16326,France,Masters,8.0,47456.0
16327,Italy,less than bachelor's,11.0,25596.0
16335,Sweden,Bachelor,3.0,44736.0
16336,Poland,less than bachelor's,30.0,27756.0
16343,India,Bachelor,10.0,54168.0
16344,Netherlands,Bachelor,11.0,57588.0
16350,Germany,Masters,15.0,90647.0
16352,United States of America,Bachelor,1.0,160000.0
16354,Australia,Bachelor,9.0,69002.0
16355,United States of America,Bachelor,3.0,140000.0
16356,United States of America,Masters,21.0,70000.0
16358,Australia,Bachelor,6.0,92002.0
16361,Canada,Bachelor,18.0,94258.0
16375,Canada,Bachelor,13.0,70276.0
16380,United States of America,Bachelor,28.0,150000.0
16386,India,Masters,13.0,46428.0
16387,India,Masters,2.0,17952.0
16391,Germany,less than bachelor's,5.0,53322.0
16399,India,Masters,5.0,15480.0
16403,United States of America,Masters,10.0,120000.0
16414,India,Bachelor,2.0,12897.0
16415,Australia,Bachelor,9.0,116772.0
16424,Netherlands,Masters,20.0,101312.0
16427,Germany,Bachelor,2.0,63986.0
16435,United States of America,Bachelor,1.0,75000.0
16436,Sweden,Bachelor,12.0,62160.0
16442,India,Bachelor,3.0,19346.0
16447,Australia,Bachelor,6.0,77848.0
16448,Germany,less than bachelor's,11.0,69318.0
16451,Australia,Bachelor,10.0,92002.0
16452,United States of America,Bachelor,2.0,175000.0
16460,India,Bachelor,7.0,29664.0
16472,United States of America,Masters,13.0,160000.0
16484,India,Bachelor,5.0,25794.0
16492,United Kingdom of Great Britain and Northern Ireland,less than bachelor's,8.0,62820.0
16493,Netherlands,Masters,12.0,106644.0
16503,Australia,less than bachelor's,11.0,106157.0
16507,Germany,Masters,11.0,106644.0
16510,United States of America,Bachelor,9.0,123000.0
16514,Sweden,less than bachelor's,5.0,60948.0
16518,Sweden,Bachelor,29.0,91416.0
16525,Netherlands,less than bachelor's,24.0,57588.0
16526,Germany,Masters,26.0,85315.0
16540,Netherlands,Bachelor,25.0,76788.0
16544,Germany,less than bachelor's,25.0,51192.0
16547,India,Bachelor,4.0,10447.0
16554,Germany,Masters,25.0,95979.0
16555,France,Bachelor,25.0,42657.0
16559,Germany,less than bachelor's,4.0,46068.0
16562,Germany,Masters,7.0,76783.0
16563,Germany,Bachelor,8.0,53748.0
16564,Australia,less than bachelor's,7.0,108988.0
16567,Germany,Masters,27.0,93846.0
16574,United States of America,Bachelor,4.0,110250.0
16577,United States of America,Bachelor,15.0,117000.0
16584,India,Bachelor,2.0,11066.0
16586,India,Bachelor,0.5,25794.0
16596,Australia,Bachelor,4.0,69356.0
16599,United Kingdom of Great Britain and Northern Ireland,Bachelor,5.0,100511.0
16610,Australia,Masters,5.0,84925.0
16611,Poland,less than bachelor's,10.0,40236.0
16614,India,Masters,8.0,23220.0
16618,France,PostGrad,6.0,42657.0
16621,India,Bachelor,4.0,38060.0
16629,India,Bachelor,1.0,20636.0
16633,United Kingdom of Great Britain and Northern Ireland,Masters,30.0,50256.0
16640,Germany,PostGrad,7.0,85315.0
16641,Sweden,less than bachelor's,18.0,67044.0
16642,Sweden,Bachelor,12.0,46620.0
16652,France,Masters,8.0,54384.0
16654,Canada,Bachelor,7.0,46850.0
16655,India,Bachelor,3.0,15477.0
16673,France,Masters,23.0,31992.0
16674,United Kingdom of Great Britain and Northern Ireland,Masters,4.0,37692.0
16675,Poland,Masters,8.0,49956.0
16682,Germany,less than bachelor's,15.0,90647.0
16686,Spain,Masters,19.0,127972.0
16695,India,Bachelor,4.0,12252.0
16697,United States of America,less than bachelor's,10.0,130000.0
16700,Sweden,Bachelor,12.0,52313.0
16702,Germany,Masters,2.0,55455.0
16703,United Kingdom of Great Britain and Northern Ireland,Bachelor,6.0,43974.0
16706,United Kingdom of Great Britain and Northern Ireland,Bachelor,1.0,41461.0
16720,India,Bachelor,18.0,52879.0
16724,Germany,Masters,6.0,79983.0
16725,Sweden,Bachelor,11.0,60947.0
16729,Canada,Bachelor,6.0,93701.0
16732,India,Bachelor,12.0,139284.0
16737,Italy,less than bachelor's,9.0,23040.0
16738,India,Bachelor,4.0,38692.0
16744,Sweden,Bachelor,11.0,54852.0
16747,France,Masters,10.0,74608.0
16748,Australia,Bachelor,21.0,99080.0
16751,India,Masters,5.0,25794.0
16752,Italy,less than bachelor's,32.0,127972.0
16753,Netherlands,Bachelor,5.0,63986.0
16768,Spain,less than bachelor's,15.0,159966.0
16769,Germany,PostGrad,9.0,70380.0
16772,Germany,Bachelor,1.0,50123.0
16775,United States of America,Masters,25.0,103000.0
16777,United States of America,Bachelor,9.0,100000.0
16778,Italy,less than bachelor's,4.0,17916.0
16782,India,Masters,7.0,30953.0
16784,United States of America,Bachelor,5.0,126000.0
16785,Germany,Bachelor,3.0,58654.0
16793,Germany,Masters,7.0,95979.0
16797,Germany,Bachelor,12.0,92780.0
16803,Italy,Masters,5.0,36259.0
16806,Germany,Bachelor,8.0,69028.0
16811,Netherlands,Masters,2.0,40956.0
16820,Sweden,Bachelor,9.0,57288.0
16825,Sweden,Bachelor,18.0,67044.0
16834,India,Bachelor,3.0,15480.0
16836,Germany,Masters,27.0,127972.0
16843,Australia,Bachelor,0.5,35386.0
16852,Germany,Bachelor,7.0,77850.0
16853,Spain,Masters,15.0,42657.0
16856,Poland,Bachelor,10.0,102372.0
16862,Germany,Masters,5.0,61320.0
16874,India,Bachelor,11.0,38692.0
16885,Germany,Masters,2.0,66119.0
16886,Sweden,Masters,10.0,67044.0
16894,Sweden,Masters,4.0,67044.0
16900,Germany,Masters,12.0,71984.0
16903,Spain,Masters,7.0,31993.0
16910,United Kingdom of Great Britain and Northern Ireland,Bachelor,14.0,106793.0
16916,India,Bachelor,10.0,36112.0
16920,India,Bachelor,0.5,92856.0
16921,India,Bachelor,8.0,30953.0
16922,United Kingdom of Great Britain and Northern Ireland,PostGrad,7.0,53774.0
16931,Germany,less than bachelor's,5.0,53748.0
16933,France,Masters,19.0,53322.0
16935,France,Masters,10.0,51192.0
16945,Netherlands,PostGrad,9.0,79983.0
16948,Germany,Bachelor,2.0,56412.0
16949,Netherlands,less than bachelor's,19.0,50148.0
16950,Germany,Masters,18.0,95979.0
16957,France,Bachelor,20.0,42657.0
16960,Germany,less than bachelor's,5.0,40956.0
16969,France,less than bachelor's,3.0,42124.0
16975,United Kingdom of Great Britain and Northern Ireland,Bachelor,3.0,45230.0
16977,Spain,less than bachelor's,1.0,18120.0
16991,France,Masters,5.0,76783.0
16993,Netherlands,Bachelor,2.0,30074.0
17005,Germany,Masters,6.0,66540.0
17008,United States of America,Bachelor,2.0,80000.0
17009,India,Bachelor,12.0,17411.0
17013,France,Masters,17.0,85315.0
17019,India,Bachelor,5.0,17131.0
17023,India,Bachelor,8.0,25794.0
17024,Italy,Bachelor,12.0,53322.0
17034,Canada,Bachelor,5.0,65592.0
17040,United Kingdom of Great Britain and Northern Ireland,Bachelor,11.0,125639.0
17048,France,Masters,2.0,53322.0
17055,Australia,less than bachelor's,19.0,84924.0
17056,Sweden,PostGrad,15.0,65460.0
17060,Brazil,less than bachelor's,8.0,14952.0
17061,India,Bachelor,1.0,12897.0
17066,France,Masters,4.0,31992.0
17067,Germany,Bachelor,6.0,72411.0
17069,Netherlands,Bachelor,15.0,92136.0
17075,Sweden,Masters,3.0,79236.0
17083,Sweden,less than bachelor's,5.0,54852.0
17092,India,Bachelor,2.0,27084.0
17094,Italy,PostGrad,10.0,74651.0
17098,Sweden,Masters,7.0,67896.0
17100,Italy,Masters,16.0,149301.0
17106,Sweden,less than bachelor's,5.0,48756.0
17107,Australia,Bachelor,15.0,102618.0
17108,Australia,less than bachelor's,5.0,89879.0
17109,Poland,Masters,8.0,142903.0
17122,Germany,Masters,3.0,74651.0
17124,India,Bachelor,9.0,33533.0
17129,France,Masters,4.0,46923.0
17135,United Kingdom of Great Britain and Northern Ireland,PostGrad,23.0,75384.0
17138,France,Masters,5.0,58654.0
17142,Netherlands,less than bachelor's,30.0,99816.0
17143,Germany,Masters,1.0,54708.0
17149,Germany,Bachelor,6.0,159966.0
17150,France,Masters,4.0,35192.0
17156,United Kingdom of Great Britain and Northern Ireland,less than bachelor's,10.0,45858.0
17166,Spain,Masters,9.0,45857.0
17168,Italy,Masters,7.0,35192.0
17170,Germany,Bachelor,13.0,111976.0
17182,Poland,Bachelor,0.5,17760.0
17184,France,Masters,10.0,35192.0
17185,Australia,Masters,11.0,80938.0
17188,France,less than bachelor's,8.0,27732.0
17195,Italy,Bachelor,10.0,47990.0
17225,Australia,Bachelor,0.5,54494.0
17226,Germany,PostGrad,15.0,74651.0
17227,Netherlands,Masters,6.0,74220.0
17230,United Kingdom of Great Britain and Northern Ireland,Bachelor,6.0,50256.0
17235,France,PostGrad,10.0,53748.0
17237,Netherlands,Bachelor,22.0,79983.0
17245,Germany,Masters,5.0,62920.0
17249,France,PostGrad,45.0,63984.0
17250,Spain,less than bachelor's,1.0,23462.0
17251,Poland,Bachelor,4.0,24972.0
17254,India,Masters,8.0,170244.0
17264,Spain,less than bachelor's,4.0,30708.0
17265,United Kingdom of Great Britain and Northern Ireland,Bachelor,6.0,56538.0
17269,France,Masters,4.0,63986.0
17271,India,Bachelor,8.0,73514.0
17279,Australia,Bachelor,7.0,88464.0
17286,France,Masters,8.0,50123.0
17288,Poland,less than bachelor's,3.0,61050.0
17293,United Kingdom of Great Britain and Northern Ireland,Bachelor,1.0,28897.0
17298,Germany,Bachelor,9.0,69318.0
17301,India,Bachelor,12.0,39659.0
17313,Germany,Bachelor,6.0,85315.0
17315,Germany,Bachelor,6.0,71451.0
17321,France,Masters,8.0,87024.0
17328,United States of America,Bachelor,3.0,105000.0
17338,Netherlands,Masters,10.0,127972.0
17339,Netherlands,Bachelor,14.0,111976.0
17353,France,Masters,8.0,44148.0
17362,Sweden,less than bachelor's,3.0,46320.0
17368,Sweden,Masters,3.0,47544.0
17369,Spain,Masters,3.0,106644.0
17375,Italy,Masters,2.0,21756.0
17377,Sweden,Bachelor,11.0,64608.0
17378,United Kingdom of Great Britain and Northern Ireland,less than bachelor's,15.0,96742.0
17382,United Kingdom of Great Britain and Northern Ireland,less than bachelor's,5.0,23306.0
17386,Germany,Bachelor,20.0,51189.0
17388,Spain,PostGrad,2.0,27516.0
17389,Netherlands,Bachelor,15.0,58654.0
17392,Germany,Masters,15.0,84249.0
17393,Italy,Bachelor,22.0,42657.0
17397,Germany,Bachelor,4.0,69318.0
17398,Canada,Masters,2.0,93701.0
17406,India,Bachelor,5.0,170244.0
17409,Spain,Masters,25.0,74651.0
17411,Spain,Bachelor,15.0,42657.0
17413,United Kingdom of Great Britain and Northern Ireland,Bachelor,1.0,40833.0
17416,United States of America,less than bachelor's,15.0,102000.0
17419,Germany,Masters,6.0,101312.0
17434,Poland,Masters,4.0,27756.0
17437,United Kingdom of Great Britain and Northern Ireland,less than bachelor's,12.0,38948.0
17439,Germany,Masters,15.0,106644.0
17445,India,Bachelor,4.0,49009.0
17450,India,Bachelor,7.0,22828.0
17454,United Kingdom of Great Britain and Northern Ireland,less than bachelor's,1.0,18096.0
17457,France,Bachelor,24.0,46068.0
17461,United Kingdom of Great Britain and Northern Ireland,PostGrad,7.0,50256.0
17467,India,Masters,15.0,46430.0
17473,Australia,Bachelor,5.0,42463.0
17484,United Kingdom of Great Britain and Northern Ireland,Masters,0.5,47554.0
17490,Germany,less than bachelor's,7.0,63984.0
17501,Poland,Masters,3.0,28500.0
17503,Germany,Bachelor,13.0,47990.0
17512,Poland,less than bachelor's,3.0,19980.0
17517,Spain,Masters,3.0,28794.0
17521,Germany,Masters,10.0,66119.0
17528,Italy,Bachelor,10.0,29860.0
17530,United Kingdom of Great Britain and Northern Ireland,Bachelor,4.0,53774.0
17532,United States of America,Bachelor,19.0,142000.0
17536,Germany,Masters,2.0,66119.0
17538,Germany,Masters,31.0,72518.0
17542,France,Bachelor,4.0,29436.0
17546,Italy,PostGrad,4.0,34126.0
